product_no,product_name,ingredients,category
11369,Misbahçe Yaşlanma Karşıtı Sıkılaştırıcı Konsantre,"""dişotu Aktifi, Gevenotu Aktifi, Skualan, Erik Yağı, Tatlı Bakla Özü, Argan Yağı, Ahududu Çekirdeği Yağı, Kuşburnu Çekirdeği Yağı, Ayrıştırılmış Hindistan Cevizi Yağı, Üzüm Çekirdeği Yağı, Jojoba Yağı, Vitamin E, Itır Esansiyel Yağı, Ölmez Çiçek Esansiyel Yağı, Neroli Uçucu Yağı, Gül Esansiyel Yağı, Linalool, Citral, Citronellol, Geraniol İçeriklerin % 100'ü Doğal Kökenlidir. İçeriklerin % 41'i Organik Tarımdan Gelmektedir.""",Cilt Bakımı
11370,Mjcare Face Peeling - Yüz Peeling Pad,"Water (Aqua), Alchol, Glycerin, 1, 2-Hexanediol, Dipropylene Glycol, Carbomer, Gluconolactone, Cetrimonium, Chloride, Octyldodeceth-16, Sodium Chloride, Disodium EDTA, Allantoin, Panthenol, Paeonia Suffruticosa Flower Water, Dipotweeium, Glycyrhizate, Butylene Glycol, Lavandula Angustifolia, (Lavender) Oil, Linalool, Sodium Hyaluronate, Potassium HyaluronateCrosspolymer, Hydroxpropyltrimonium Hyaluronate, HydrolyzedHyaluronic Acid, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Haluronate.",Cilt Bakımı
11371,Misbahçe Yenileyici Asit Serum,"Citrus Limon Peel Water, Vaccinium Myrtillus Fruit/Leaf Extract, Saccharum Ocinarum Extract, Citrus Aurantium Dulcis Fruit Extract, Citrus Limon Fruit Extract, Acer Saccharum Extract, Aqua, Pentylene Glycol, Mandelic Acid, Glycerin, Salix Alba Bark Extract, Hydrolyzed CornStarch, Beta Vulgaris Root Extract, Arbutin, Ananas Sativus Fruit Extract, Musa Acuminata Fruit Extract, Sodium Hyaluronate, Salicylic Acid, Benzyl Alcohol, Benzoic Acid, Dehydroacetic Acid.",Cilt Bakımı
11372,Mjcare Aloe Vera Özlü Yüz Maskesi .,"WATER GLYCERIN BUTYLENE GLYCOL PROPYLENE GLYCOL TREHALOSE ALOE BARBADENSIS LEAF EXTRACT, PHENOXYETHANOCARBOMER SNAIL SECRETION FILTRATE, BUTYROSPERMUM PARK SHEA BUTTER BETAINE, SODIUM HYALURONATE PORTULACA OLERACEAEXTRACT, SIMMONDSIA CHINENSIS UOJOBA) SEED OIL HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER GLYCERYL STEARATE TRIETHANOLAMINEALLANTOIN CAPRYLIC/CAPRICTRIGLYCERIDE, POLYSORBATE 60 DISODIUM EDTA TOCOPHERYL ACETATE, XANTHAN GUM, FRAGRANCE",Cilt Bakımı
11373,Misbahçe Zeytinyağı Sabunu,"Sodium Olivate, Aqua İçeriklerin % 100'ü Doğal Kökenlidir.",Cilt Bakımı
11374,Miss Cleopatra Collagen Arındırıcı Kil Maskesi,"Kil Mineralleri, Water, Salisilik Asit, Çözünür Kolajen / Çay Inerals, Aqua, Salicylic Acid, Soluble Collagen",Cilt Bakımı
11375,Mjcare Face Peeling - Yüz Peeling Pad 3'lü,"Water (Aqua), Alchol, Glycerin, 1, 2-Hexanediol, Dipropylene Glycol, Carbomer, Gluconolactone, Cetrimonium, Chloride, Octyldodeceth-16, Sodium Chloride, Disodium EDTA, Allantoin, Panthenol, Paeonia Suffruticosa Flower Water, Dipotweeium, Glycyrhizate, Butylene Glycol, Lavandula Angustifolia, (Lavender) Oil, Linalool, Sodium Hyaluronate, Potassium HyaluronateCrosspolymer, Hydroxpropyltrimonium Hyaluronate, HydrolyzedHyaluronic Acid, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Haluronate.",Cilt Bakımı
11376,Mjcare Hyalüronik Asit Özlü Yüz Maskesi,"WATER, GLYCERIN, BUTYLENE GLYCOL SODIUM HYALURONATE, PROPYLENE GLYCOL TREHALOSE, ALOE BARBADENSIS LEAF EXTRACTPHENOXYETHANOL, CARBOMER, BUTYROSPERMUM PARKII (SHEA BUTTER), BETAINE, PORTULACA OLERACEA EXTRACT, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER, GLYCERYL STEARATE, TRIETHANOLAMINE, ALLANTOIN, CAPRYLIC/CAPRICTRIGLYCERIDE POLYSORBATE 60, DISODIUM EDTA, TOCOPHERYL ACETATE, XANTHAN GUM, FRAGRANCE",Cilt Bakımı
11377,Mjcare Kolajen Özlü Yüz Maskesi,"WATER, GLYCERIN, BUTYLENE GLYCOL PROPYLENE GLYCOL, TREHALOSE, ALOE BARBADENSIS LEAF EXTRACT, PHENOXYETHANOLHYDROLYZED COLLAGEN, CARBOMER BUTYROSPERMUM PARKII (SHEA BUTTER), BETAINE. SODIUM HYALURONATE PORTULACA OLERACEAEXTRACT, SIMMONDSIA CHINENSIS JOJOBA) SEED OIL HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER, GLYCERYL STEARATE, TRIETHANOLAMINEALLANTOIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, POLYSORBATE 60, DISODIUM EDTA, TOCOPHERYL ACETATE, XANTHAN GUM, FRAGRANC",Cilt Bakımı
11378,Mjcare Nose Patch Siyah Nokta Görünümü ve Gözenek İçin Temizleyici Burun Bandı,"PVP, Water, Glycerin, VP/VA Copolymer, PER-12 Dimethicone, But Ylene Glycol, Titanium Dioxide, Kaolin, Phenoxyethanol, Rosa Damascena Flower Water, Camellia Sinensis Leaf Extract 1, 2-Hexanediol",Cilt Bakımı
11379,Mjcare Kolajen Özlü Yüz Maskesi .,"WATER, GLYCERIN, BUTYLENE GLYCOL PROPYLENE GLYCOL, TREHALOSE, ALOE BARBADENSIS LEAF EXTRACT, PHENOXYETHANOLHYDROLYZED COLLAGEN, CARBOMER BUTYROSPERMUM PARKII (SHEA BUTTER), BETAINE. SODIUM HYALURONATE PORTULACA OLERACEAEXTRACT, SIMMONDSIA CHINENSIS JOJOBA) SEED OIL HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER, GLYCERYL STEARATE, TRIETHANOLAMINEALLANTOIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, POLYSORBATE 60, DISODIUM EDTA, TOCOPHERYL ACETATE, XANTHAN GUM, FRAGRANC",Cilt Bakımı
11380,Mjcare Mild Peeling Pad 10'lu Kutu,"Water, Glycerin, Wine Extract, Dipropylene Glycol, Butylene Glycol, Methylpropanediol, Glu Conolactone, Arginine, Achillea Millefolium Extract, Houttuynia Cordata Extract, Salicylic Acid, PE G-60 Hydrogenated Castor Oil, Melaleuca Alternifolia (tea Tree) Extract, Portulaca Oleracea Extra Ct, Aloe Barbadensis Leaf Extract, Salix Alba (Willow) Bark Extract, Lactic Acid, Allantoin, Panthe Nol, Melaleuca Alternifolia (tea Tree) Leaf Oil, Citric Acid, Ethylhexylglycerin, Beta-Glucan, 1, 2-Hexanediol.",Cilt Bakımı
11381,Mjcare On Nar Özlü Yüz Maskesi,"Water, Glycerin, Butylene Glycol, Propylene Glycol, Trehalose, Punica Granatium Fruit Extract, Aloe Barbadensis Leaf Extract, Phenoxyethanol, Carbomer, Butyrospermum Parkii (Shea) Butter, Betaine, Sodium Hyaluronate, Portulaca Oleracea Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Hamamelis Virginiana (witch Hazel) Leaf Water, Glyceryl Stearate, Triethanolamine, Allantoin, Caprylic/Capric Triglyceride, Polysorbate 60, Disodium EDTA, Tocopheryl Acetate, Xanthan Gum, Frageance.",Cilt Bakımı
11382,Mjcare On Vitamin Özlü Yüz Maskesi .,"Ürün Faydaları: Niacinamit, Vitamin B5, Tocopherol, Vitamin B6 Ve Vitamin C Içerir. Cilt Tonunun Açılmasına Yardımcı Olur Ve Cilde Canlılık Kazandırır.",Cilt Bakımı
11383,Mjcare Salyangoz Özlü Yüz Maskesi .,"WATER GLYCERIN BUTYLENE GLYCOL PROPYLENE GLYCOL TREHALOSE ALOE BARBADENSIS LEAF EXTRACT, PHENOXYETHANOCARBOMER SNAIL SECRETION FILTRATE, BUTYROSPERMUM PARK SHEA BUTTER BETAINE, SODIUM HYALURONATE PORTULACA OLERACEAEXTRACT, SIMMONDSIA CHINENSIS UOJOBA) SEED OIL HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER GLYCERYL STEARATE TRIETHANOLAMINEALLANTOIN CAPRYLIC/CAPRICTRIGLYCERIDE, POLYSORBATE 60 DISODIUM EDTA TOCOPHERYL ACETATE, XANTHAN GUM, FRAGRANCE",Cilt Bakımı
11384,Mjcare Strong Body Peeling Pad – Vücut Peeling Pad,"Water, Glycerin, ButyleneGlycol, DecylGlucoside, PotassiumCocoylGlycinate, SodiumCocoyl Apple Amino Acids, 1, 2-Hexanediol, Gluconolactone, SodiumChloride, Hydroxyacetophenone, CitricAcid, HexyleneGlycol, Panthenol, Allantoin, Pseudoalteromonas Ferment Extract, Lactobacillus Ferment Lysate, Lactococcus Ferment Lysate, TetrasodiumIminodisuccinate, PotassiumChloride, Fragrance, TetrasodiumOGlutamateDiacetate, Ethylhexylglycerin, SodiumHyaluronate, CamelliaSinensisLeafExtract, CitrusAurantifolia (Lime) FruitExtract, ChaenomelesSinensisFruitExtract, LaminariaJaponicaExtract, Citrus Limon (Lemon) FruitExtract, CitrusAurantiumDulcis (Orange) FruitExtract, PhellinusLinteusExtract, SolanumLycopersicum (Tomato) FruitExtract, Chlorphenesin, Linalool, Citronellol, Geraniol.",Cilt Bakımı
11385,Molien Emollient Plus Nemlendirici Krem,"Seramid 1, Seramid 3, Seramid 6-II, Kolesterol, Serbest Yağ Asidi, Skualan, Niacinamide, Shea Yağı, Hyaluronic Acid, Linoleik Asit, Fitosfingozin",Cilt Bakımı
11386,Molien Emollient Plus Nemlendirici Losyon,"Seramid 1, Seramid 3, Seramid 6-II, Kolesterol, Serbest Yağ Asidi, Skualan, Niacinamide, Shea Yağı, Hyaluronic Acid, Linoleik Asit, Fitosfingozin",Cilt Bakımı
11387,Moos M Sabun Çay Ağacı Özlü,"Sodium Palmate, Sodium Palm Kernalete, Melaleuca Alternifolia, Leaf Oil, Fragrance",Kişisel Bakım
11388,Moos PH 5.5 Gliserinli ve Papatya Özlü Likit,"Aqua, Disodium Laureh Sultosuccjanete, Cocamidoproyl Betaine, Sodium PEG-20 Methyl Glucose Dioleate, Cocamide MİPA And laureth-4, Sorbitan Caprylate, Propanediol, Benzoic Acid Methypropanediol, 4-Terpineol, Salicylic Acid, Salix Alba (Willow) Bark Extract, Parfum, Olive Oil peg-7 Esters, Citric Acid",Cilt Bakımı
11389,Mosmed Düzensiz Ciltler İçin Yosun ve Söğüt Özlü Likit Temizleyici,"Aqua, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Sodium Cocoamphoacetate, PEG-120 Methyl Glucose Dioleate, Fucus Vesiculosus Extract, Cocamide MIPA&Laureth-4, Parfum, Sorbitan Caprylate, Propanediol, Benzoic Acid, Methylpropanediol, 4-Terpineol, Salicylic Acid, Salix Alba (Willow) Bark Extract, Olive Oil Peg-7 Esters, Citric Acid.",Cilt Bakımı
11390,Moos Gliserinli & Papatya Özlü Hassas Cilter için Likid Yüz Yıkama Jeli,"Formülünde Yüksek Kalite, Tamamen Bitkisel Gliserin Içeren Eşsiz Bir Üründür.",Cilt Bakımı
11391,Mr-Mrs Tannie Köpüklü Vücut Yağı,"Aqua, BÜTAN, PROPANDİOL, SQUALANE, DİİZOPROPİL ADİPAT, KAPRİLİK/KAPRİK TRİGLİSERİT, POLİGLİSERİL-4 LAURAT/SÜKSİNAT, İZOBUTAN, BÜTİLEN GLİKOL DİKAPRİLAT/DİKAPRAT, SORBİTAN LAURAT, SORBİTAN, SİMİT LAURAT, KORBİTAN, KLİNİK, CİDAR, AKİN, Aloe Barbadensis YAPRAK ÖZÜ, Tocopherol, Sodium Benzoate, Potassium Sorbate, SİTRİK ASİT, PARFUM.",Güneş Bakımı
11392,Murad City Skin Age Defense SPF 50 – Anti–Aging Etkili Mineralli Gündüz Bakımı SPF 50,"Water (Aqua), Dimethicone, C12-15 Alkyl Benzoate, Glycerin, Triheptanoin, Caprylic/Capric Triglyceride, C13-16 Isoparaffin, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Polyurethane-35, Polyhydroxystearic Acid, Polymethylsilsesquioxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Avena Sativa (Oat) Kernel Extract, Bisabolol, Hydrolyzed Jojoba Esters, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Tocopherol, Biosaccharide Gum-4, Hydroxyphenyl Propamidobenzoic Acid, Silica, Calendula Officinalis Flower Extract, Pentylene Glycol, Butylene Glycol, Dimethicone/PEG-10/15 Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, PEG/PPG-18/18 Dimethicone, Triethoxycaprylylsilane, Aluminum Stearate, Alumina, Ethylhexylglycerin, Leuconostoc/Radish Root Ferment Filtrate, Ascorbyl Palmitate, Methylpropanediol, Dipropylene Glycol, Caprylyl Glycol, Phenylpropanol, Phenoxyethanol, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Iron Oxides (CI 77491), Iron Oxides (CI 77492)",Cilt Bakımı
11393,Murad AHA BHA Exfoliating Cleanser – Soyucu Etkili Yüz Temizleme Peelingi,"Water/Aqua/Eau, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Jojoba Esters, Acrylates Copolymer, Glycol Stearate, Butylene Glycol, Sodium PCA, Dipotassium Glycyrrhizate, Sodium Ascorbyl Phosphate, Glycolic Acid, Lactic Acid, Salicylic Acid, Polyquaternium-4, Sodium Hydroxide, Sodium Chloride, Citric Acid, Disodium EDTA, Phenoxyethanol, Methylparaben, Propylparaben",Cilt Bakımı
11394,Murad Rapid Relief Sulfur Mask - Hızlı Etkili Arındırıcı Sülfür Maskesi,"Inactive Ingredients: Water (Aqua), Kaolin, Isopentyldiol, Bentonite, Peat Extract, Zinc Oxide, Propanediol, Glycerin, Cetearyl Alcohol, Cetyl Alcohol, Cetyl Ricinoleate, Glyceryl Stearate SE, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Allantoin, Salicylic Acid, Dipotassium Glycyrrhizate, Zingiber Officinale (Ginger) Root Extract, Bisabolol, Eucalyptus Globulus Leaf Oil, Hydroxyacetophenone, Ethylhexylglycerin, Coco-Glucoside, Acacia Senegal Gum, Xanthan Gum, Carbomer, Tetrasodium Glutamate Diacetate, Citric Acid, Dehydroacetic Acid, Chlorphenesin",Cilt Bakımı
11395,Murad Clarifying Toner – Gözenekleri Derinlemesine Temizleyen Arındırıcı Tonik,"Water/Aqua/Eau, Hamamelis Virginiana (witch Hazel) Water, Butylene Glycol, Alcohol, PPG-5-Ceteth-20, Chondrus Crispus (Carrageenan) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Calendula Officinalis Flower Extract, Lecithin, Tocopherol, Magnesium Ascorbyl Phosphate, Allantoin, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Vitis Vinifera (Grape) Seed Extract, PEG-12 Dimethicone, Menthol, Menthoxypropanediol, Sodium Hydroxide, Phenoxyethanol, Methylparaben, Citral, Cymbopogon Schoenanthus Oil, Blue 1 (CI 42090), Ext. Violet 2 (CI 60730) Formulated Without: Sulfates, Phthalates, Gluten, Animal-Derived Ingredients, Mineral Oil, Formaldehyde, Oxybenzone, Petrolatum/Petroleum",Cilt Bakımı
11396,Murad Clarifying Water Gel - Su Bazlı Arındırıcı Bakım Jeli,"Water/Aqua/Eau, Hamamelis Virginiana (witch Hazel) Water, Glycerin, Pentylene Glycol, Hydroxyethyl Urea, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Dimethicone, Polymethylsilsesquioxane, Tapioca Starch, Diisopropyl Sebacate, Salicylic Acid, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Zingiber Officinale (Ginger) Root Extract, Bisabolol, Sodium Hyaluronate, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Curcuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Lysolecithin, Sclerotium Gum, Polyisobutene, Polysilicone-11, Polydextrose, Dextrin, Ethylhexyl Hydroxystearate, Pullulan, Xanthan Gum, Amylopectin, Niacinamide, Serine, Butylene Glycol, PEG-7 Trimethylolpropane Coconut Ether, Sorbitan Isostearate, Polysorbate 60, Glyceryl Polyacrylate, Algin, Disodium Phosphate, Silica, Dipropylene Glycol, Pinus Densiflora Leaf Extract, Decyl Glucoside, Potassium Phosphate, Lactobacillus Ferment, Leuconostoc/Radish Root Ferment Filtrate, Caprylyl Glycol, Hexylene Glycol, Disodium EDTA, Hydroxypropyl Cyclodextrin, Citric Acid, Phenoxyethanol, Benzoic Acid, Limonene, Hydroxycitronellal, Fragrance (Parfum)",Cilt Bakımı
11397,Murad Clarifying Cleanser – Arındırıcı Antibakteriyel Etkili Yüz Temizleme Jeli,"Salisilik Asit, Triclosan, Menthol, Yeşil Çay Özü",Cilt Bakımı
11398,Murad Essential C Cleanser – C Vitaminli Yüz Temizleme Jeli,"Water/Aqua/Eau, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Glycerin, Butylene Glycol, Aminomethyl Propanol, Polysorbate 20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Phospholipids, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Ascorbic Acid, Chitosan, Rice Amino Acids, Zinc Aspartate, Allantoin, Sodium PCA, Lactose, Cellulose, Hydroxypropyl Methylcellulose, Propyl Gallate, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene, Linalool, Citrus Aurantium Dulcis (Orange) Oil, Citrus Nobilis (mandarin Orange) Peel Oil, Ocimum Basilicum (Basil) Oil, Citrus Grandis (Grapefruit) Peel Oil, Ferula Galbaniflua (Galbanum) Resin Oil, Fragrance (Parfum), Iron Oxides (CI 77492)",Cilt Bakımı
11399,Murad Essential C Toner – C Vitaminli Tonik,"Water/Aqua/Eau, Butylene Glycol, Hamamelis Virginiana (witch Hazel) Water, PEG-40 Hydrogenated Castor Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Aurantium Amara (bitter Orange) Flower Extract, Echinacea Purpurea Extract, Rice Amino Acids, Serine, Alanine, Glycine, Urea, Yeast Amino Acids, Inositol, Taurine, Trehalose, Glutamic Acid, Lysine HCl, Threonine, Arginine, Tocopheryl Acetate, Ascorbyl Palmitate, Retinyl Palmitate, PEG-12 Dimethicone, Sodium PCA, Dipotassium Glycyrrhizate, Sodium Lactate, PCA, Polyquaternium-4, Alcohol, Sodium Polyaspartate, Betaine, Caprylyl Glycol, Potassium Sorbate, Proline, Phospholipids, Sodium Benzoate, Benzyl Alcohol, Disodium EDTA, Citric Acid, Chlorphenesin, Phenoxyethanol, Limonene, Fragrance/Parfum Formulated Without: Parabens, Sulfates, Phthalates, Gluten, Mineral Oil, Formaldehyde, Oxybenzone, Petrolatum/Petroleum",Cilt Bakımı
11400,Murad Essential C Day Moisture SPF 30 – C Vitaminli Gündüz Nemlendiricisi SPF 30,"Inactive Ingredients: Water/Aqua/Eau, Ethylhexyl Methoxycinnamate, Homosalate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Butylene Glycol, Stearic Acid, Benzophenone-3, Diisopropyl Sebacate, Cocoglycerides, Lauryl Lactate, Glyceryl Stearate, PEG-100 Stearate, Isodecyl Neopentanoate, Dimethicone, Cetyl Alcohol, Cetyl Phosphate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Pelvetia Canaliculata Extract, Ectoin, Ginkgo Biloba Leaf Extract, Vitis Vinifera (Grape) Seed Extract, Passiflora Incarnata Extract, Tetrahexyldecyl Ascorbate, Sodium PCA, Panthenol, Tripleurospermum Maritimum Extract, Zinc Gluconate, Ethyl Linoleate, Magnesium Aluminum Silicate, Xanthan Gum, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene, Linalool, Fragrance (Parfum), Yellow 6 (CI 15985), Red 33 (CI 17200)",Cilt Bakımı
11401,Murad Intensive Recovery Cream - Canlandırıcı ve Onarıcı Yoğun Bakım Kremi,"Water/Aqua/Eau, Ethylhexyl Palmitate, Betaine, Cetearyl Methicone, Cetearyl Alcohol, Cetyl Myristate, Stearyl Dimethicone, Macadamia Ternifolia Seed Oil, Pyrus Malus (Apple) Fruit Extract, Glycerin, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Polysorbate 60, Dimethicone, Behenyl Alcohol, Glycol Distearate, Mentha Viridis (Spearmint) Leaf Oil, Pogostemon Cablin Oil, Citrus Medica Limonum (Lemon) Peel Oil, Lavandula Hybrida Oil, Mentha Arvensis Leaf Oil, Cedrus Atlantica Bark Oil, Chlorella Emersonii Extract, Mirabilis Jalapa Extract, Tocopherol, Helianthus Annuus (Sunflower) Seed Extract, Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Ocimum Sanctum Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Aloe Barbadensis Flower Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Xanthan Gum, Propanediol, Octadecene, Polysorbate 20, Sodium Hydroxide, Disodium EDTA, Hexylene Glycol, Ethylhexylglycerin, Caprylyl Glycol, Phenoxyethanol, Limonene, Linalool",Cilt Bakımı
11402,Murad Oil Pore Control Mattifier SPF45 - Matlaştırıcı ve Gözenek Sıkılaştırıcı Nemlendirici Krem,"Inactive Ingredients: Water (Aqua), Tapioca Starch, Polysilicone-11, Methyl Methacrylate Crosspolymer, Propanediol Dicaprylate, Butylene Glycol, Coconut Alkanes, Cetearyl Alcohol, C20-22 Alkyl Phosphate, Enantia Chlorantha Bark Extract, Butyl Avocadate, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Sodium Hyaluronate, Allantoin, Zinc Gluconate, Glycerin, Oleanolic Acid, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Coco-Caprylate/Caprate, Hydrogenated Lecithin, Coco-Glucoside, C20-22 Alcohols, Laureth-12, Polyacrylate Crosspolymer-6, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum), Limonene, Linalool, Citral",Cilt Bakımı
11403,Murad Nutrient-Charged Water Gel - Su Bazlı Besleyici Jel Nemlendirici,"Water/Aqua/Eau, Dimethicone, Glycerin, Propanediol, Polymethylsilsesquioxane/Silica Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isononyl Isononanoate, Saccharide Isomerate, Hydroxyethyl Urea, Ceramide NP, Ceramide AP, Ceramide EOP, sh-Oligopeptide-1, sh-Oligopeptide-2, sh-Polypeptide-1, sh-Polypeptide-9, sh-Polypeptide-11, Saccharomyces/Zinc Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Silicon Ferment, Leuconostoc/Radish Root Ferment Filtrate, Bacillus/Folic Acid Ferment Extract, Trehalose, Taurine, Serine, Tocopheryl Acetate, Calcium Pantothenate, Niacinamide, Phytantriol, Acetyl Glutamine, Urea, Cholesterol, Yeast Amino Acids, Phytosphingosine, Inositol, Betaine, Lecithin, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Pyridoxine HCl, Sucrose, Algin, Pullulan, Maltodextrin, Polysilicone-11, Glyceryl Polyacrylate, Decyl Glucoside, Pentylene Glycol, Hexylene Glycol, Caprylyl Glycol, Butylene Glycol, Ethylhexyl Isononanoate, Polyisobutene, Silica, Sodium Starch Octenylsuccinate, PEG-7 Trimethylolpropane Coconut Ether, Trisodium Ethylenediamine Disuccinate, Disodium Phosphate, Potassium Phosphate, Carbomer, Xanthan Gum, Sodium Lauroyl Lactylate, 1, 2-Hexanediol, Phenoxyethanol, Ethylhexylglycerin, Fragrance (Parfum), Red 33 (CI 17200), Red 4 (CI 14700) Formulated Without: Parabens, Sulfates, Phthalates, Gluten, Animal-Derived Ingredients, Mineral Oil, Formaldehyde, Oxybenzone, Petrolatum/Petroleum",Cilt Bakımı
11404,Murad Outsmart Blemish Clarifying Treatment - Düzensiz Ciltlere Özel Bakım Serumu,"Salicylic Acid 1.0% Inactive Ingredients: Water/Aqua/Eau, Propanediol, Polymethylsilsesquioxane/Silica Crosspolymer, Dimethicone, Niacinamide, Polyacrylate Crosspolymer-6, PPG-26-Buteth-26, Oryza Sativa (Rice) Bran Extract, Boswellia Serrata Extract, Oligopeptide-10, Tocopheryl Acetate, Glycolic Acid, Glycine Soja (Soybean) Seed Extract, Zinc Gluconate, Allantoin, Honey Extract, Sebacic Acid, 10-Hydroxydecanoic Acid, Silver Citrate, Glycerin, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Cetearyl Olivate, Sorbitan Olivate, Cetyl Alcohol, Xanthan Gum, PEG-40 Hydrogenated Castor Oil, Butylene Glycol, 1, 10-Decanediol, Disodium EDTA, Citric Acid, Sodium Hydroxide, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Sodium Benzoate, Limonene, Linalool, Fragrance (Parfum), Blue 1 (CI 42090), Yellow 5 (CI 19140) Formulated Without: Parabens, Sulfates, Phthalates, Gluten, Mineral Oil, Formaldehyde, Oxybenzone, Petrolatum/Petroleum",Cilt Bakımı
11405,Murad Rapid Dark Spot Correcting Serum - Hızlı Etkili Leke Karşıtı Bakım Serumu,"Water/Aqua/Eau, Alcohol Denat., Glycolic Acid, Butylene Glycol, Glycerin, Methyl Gluceth-20, Tranexamic Acid, 4-Ethylresorcinol, Hexapeptide-2, Rice Amino Acids, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Zinc Gluconate, Dipotassium Glycyrrhizate, Allantoin, Hydroxyethylcellulose, Sodium Metabisulfite, Sodium Sulfite, Sodium Hydroxide, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Polyquaternium-4, Disodium EDTA, Limonene, Benzyl Salicylate, Linalool, Fragrance (Parfum) Formulated Without: Parabens, Sulfates, Phthalates, Gluten, Animal-derived Ingredients, Mineral Oil, Formaldehyde, Oxybenzone, Petrolatum",Cilt Bakımı
11406,Murad Rapid Relief Spot Treatment - Sebum Kontrol Jel,"Active Ingredient: Salicylic Acid 2.0% Inactive Ingredients: Water (Aqua), Alcohol, Hamamelis Virginiana (witch Hazel) Water, Propanediol, Pentylene Glycol, Glycerin, Silica, Butylene Glycol, Polyacrylate Crosspolymer-6, C12-15 Alkyl Lactate, Aesculus Hippocastanum (horse Chestnut) Seed Extract, Avena Sativa (Oat) Kernel Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Thymol, Terpineol, Hydroxyphenyl Propamidobenzoic Acid, Shea Butter, Ethyl Esters, 4-t-Butylcyclohexanol, Disodium EDTA, Sodium Hydroxide",Cilt Bakımı
