product_no,product_name,ingredients,category
11407,Murad Renewing Eye Cream – Kırışıklık ve Koyu Renkli Halkalarda Etkili Göz Kremi,"Water/Aqua/Eau, Butylene Glycol, Tricaprylyl Citrate, Pentylene Glycol, Bis-Diglyceryl Polyacyladipate-2, Jojoba Esters, Glycerin, Boron Nitride, Caprylic/Capric/ Myristic/Stearic Triglyceride, Cetyl Alcohol, Stearic Acid, Glyceryl Stearate, PEG-100 Stearate, Citrus Unshiu Peel Extract, Mangifera Indica (Mango) Seed Butter, Dimethicone, Cetyl Phosphate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glycine Soja (Soybean) Seed Extract, Iris Florentina Root Extract, Dioscorea Villosa (wild Yam) Root Extract, Glycine Soja (Soybean) Sterols, Trifolium Pratense (Clover) Flower Extract, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Retinol, Sodium Hyaluronate, Serenoa Serrulata Fruit Extract, Oenothera Biennis (evening Primrose) Oil, Tocopherol, Ascorbyl Palmitate, Borago Offcinalis Seed Oil, Dipeptide-2, Hesperidin Methyl Chalcone, Caprylic/Capric Triglyceride, Sodium PCA, Panthenol, Oleyl Alcohol, Steareth-20, Lecithin, Carbomer, Polysorbate 20, Sodium Potassium Aluminum Silicate, Aminomethyl Propanol, Disodium EDTA, Silica, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Titanium Dioxide (CI 77891)",Cilt Bakımı
11408,Murad Rapid Collagen Infusion – Anında Sıkılaştırıcı Kolajen Serumu,"Aqua, İsodecyl Neopentanoate, Polymethylsilsesquioxane, Glycerin, Pentylene Glycol, Dimethicone/Bis-İsobutyl PPG-20 Crosspolymer, Cetyl Ethylhexanoate, Cetearyl Olivate, Neopentyl Glycol Diethylhexanoate, Stearic Acid, Sorbitan Olivate, Caprylic/Capric Triglyceride, Butylene Glycol, Honey, Phenoxyethanol, Polysorbate 20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydrogenated Olive Oil, Aminomethyl Propanol, Caprylyl Glycol, Chlorphenesin, Pyrus Malus Fruit Extract, Citrullus Lanatus Fruit Extract, Lens Esculenta Fruit Extract, Olea Europaea Fruit Oil, Tocopheryl Acetate, Alaria Esculenta Extract, Zinc Gluconate, Olea Europaea Oil Unsaponifiables, Trisodium Ethylenediamine Disuccinate, Codium Tomentosum Extract, Lavandula Angustifolia Oil, Sodium Pca, Sodium Lactate, Palmitoyl Tripeptide-5, Yeast Amino Acids, Ascorbic Acid, Urea, Taurine, Betaine, Trehalose, İnositol, Anthemis Nobilis Flower Oil, Anthemis Nobilis Flower Extract, Sodium Hyaluronate, Chitosan, Collagen Amino Acids, Disodium Edta, Propyl Gallate.",Cilt Bakımı
11409,Murad Retinal Resculpt Eye Treatment - Retinal İçeren Yenileyici Göz Kremi,"Water/Aqua/Eau, Caprylic/Capric Triglyceride, C10-18 Triglycerides, Glycerin, Butyrospermum Parkii (Shea) Butter, Helianthus Annuus (Suntlower) Seed Wax, Polyacrylate Crosspolymer-6, Jojoba Esters, Glyceryl Stearates, Cetearyl Alcohol, Retinal. Avena Sativa (Oat) Kernel Extract, Gentiana Lutea Root Extract, Tetrapeptide-1, Urea, Yeast Amino Acids, Trehalose, Incsitol, Taurine, Betaine, Simmondsia Chinensis (Jojoba) Seed O1. Hydroxyacetophenone, Tocopherol, Ascorbyl Palmitate, Phosphatidylcholine, Mannitol, Cetyl Alcohol Stearyl Alcohol, Ethylhexylglycerin, Propanediol Polyglycerin-3, Sodium Stearoyl Glutamate, Xanthan Gum, Caprylyl Glycol, Sodium Chloride, Leuconostoc/Radish Root Ferment Filtrate, Tetrasodium Glutamate Diacetate, Citric Acid, Chlorphenesin, Potassium Sorbate. Sodium Benzoste",Cilt Bakımı
11410,Murad Restorative Hydro Hyaluronic Cream Güçlü Nemlendirici,"Water/Aqua/Eau, Trimethylolpropane Tricaprylate/Tricaprate, Glycerin, Cetearyl Alcohol, Dicaprylyl Carbonate, Isopentyldiol, Cocos Nucifera (Coconut) Fruit Extract, Dimethyl Isosorbide, Butyrospermum Parkii (Shea) Butter, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Helianthus Annuus (Sunflower) Seed Oil, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Laminaria Digitata Extract, Saccharomyces Cerevisiae Extract, Beta-Glucan, Xylitylglucoside, Anhydroxylitol, Xylitol, Allantoin, Bisabolol, Tocopheryl Acetate, Tocopherol, Ethylhexylglycerin, Caprylyl Glycol, Cetearyl Glucoside, Polyacrylate Crosspolymer-6, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyisobutene, Xanthan Gum, Caprylyl/Capryl Glucoside, 1, 2-Hexanediol, Leuconostoc/Radish Root Ferment Filtrate, Glucose, Sorbitan Oleate, Tetrasodium Glutamate Diacetate, Glucosamine HCl, Citric Acid, Sodium Hydroxide, Chlorphenesin, Sodium Benzoate, Phenethyl Alcohol",Cilt Bakımı
11411,Murad Retinal Resculpt Overnight Treatment - Retinal İçeren Yenileyici Mucize Gece Serumu,": Water/Aqua/Eau, Diisostearyl Malate, Pentylene Glycel, Polyglyceryl-3 Methylglucose Distearate, Zea Mays {corn) Kernel Extract, Squalane, Propanediol, Hydrexyethyl Acrylate/Sodium Acryleyldimethyl Taurate Cepolymer, Glycerin, Cetearyl Alcohol, Glyceryl Ricinoleate, Avena Sativa (Oat) Kernel Extract, Butyrespermum Parkii {shea) Butter, Retinal, Urea, Yeast Amine Acids, Trehalese, Lnositel, Taurine, Betaine, Anigozanthos Flavidus Extract, Phesphatidylcholine, Olea Europaea (Olive) Leaf Extract, Mannitol, Ethylhexylglycerin, Dimethyl Lsosorbide, Glyceryl Stearate, Sodium Steareyl Glutamate, Cetyl Alcohol, Hectorite, Xanthan Gum, Sodium Chloride, Polysorbate 60, Sorbitan Lsostearate, Leuconostoc/Radish Reot Ferment Filtrate, Tetrasodium Glutamate Diacetate, Citric Acid, Sodium Benzoate, Chlorphenesin, Potassium Serbate, Citrenellel, Alpha-lsomethyl Lonone, Fragrance (Parfum)",Cilt Bakımı
11412,Murad Retinol Youth Renewal Serum – Gençlik Kodu: Cilt Yenileyici Retinol Serum,"Active Ingredients Water/Aqua/Eau, Dimethicone, Cyclopentasiloxane, Isopropyl Palmitate, C14-22 Alcohols, Polymethylsilsesquioxane, Propanediol, Glyceryl Stearate, PEG-100 Stearate, Shea Butter Ethyl Esters, Retinol, Retinyl Propionate, Ceramide NP, Sodium Hyaluronate, Solanum Lycopersicum (Tomato) Fruit Extract, Swertia Chirata Extract, Squalane, Punica Granatum Extract, Tocopheryl Acetate, Glycine Soja (Soybean) Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glycerin, Caprylic/Capric Triglyceride, Dimethyl Isosorbide, Silica, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Butylene Glycol, Lecithin, Ammonium Acryloyldimethyltaurate/VP Copolymer, C12-20 Alkyl Glucoside, Cetyl Palmitate, Laureth-23, Polysorbate 20, Trideceth-6 Phosphate, Synthetic Fluorphlogopite, Phenoxyethanol, Ethylhexylglycerin, Chlorphenesin, Disodium EDTA, Sodium Hydroxide, Tris (Tetramethylhydroxypiperidinol) Citrate, Sodium Benzotriazolyl Butylphenol Sulfonate, Titanium Dioxide (CI 77891), Red 4 (CI 14700), Yellow 5 (CI 19140), Alpha-Isomethyl Ionone, Citronellol, Fragrance (Parfum) .",Cilt Bakımı
11413,Murad Retinol Youth Renewal Night Cream – Gençlik Kodu: Cilt Yenileyici Retinol Gece Kremi,"Water/Aqua/Eau, Isostearyl Hydroxystearate, Caprylic/Capric Triglyceride, Propanediol, Butylene Glycol, C14-22 Alcohols, Cetyl Alcohol, Dimethicone, Polymethylsilsesquioxane, Niacinamide, Hydrolyzed Yeast Extract, Retinol, Retinyl Propionate, Oleyl Alcohol, Sodium Hyaluronate, Serine, Hexyldecanol, Glycine Soja (Soybean) Extract, Tocopheryl Acetate, Glycine Soja (Soybean) Sterols, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glycerin, Polyglucuronic Acid, C12-20 Alkyl Glucoside, Dioscorea Villosa (wild Yam) Root Extract, Pentylene Glycol, Glyceryl Polyacrylate, Algin, Caprylyl Glycol, Lecithin, Pullulan, Disodium Phosphate, Potassium Phosphate, Cetyl Hydroxyethylcellulose, Ethylhexylglycerin, Jojoba Esters, Helianthus Annuus (Sunflower) Seed Wax, Sodium Stearoyl Glutamate, Sorbitan Laurate, Acetyl Dipeptide-1 Cetyl Ester, Glucose, Polyglycerin-3, Leuconostoc/Radish Root Ferment Filtrate, Tocopherol, BHT, Hydroxyethylcellulose, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearates, Stearyl Alcohol, Disodium EDTA, Sodium Hydroxide, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Citronellol, Fragrance (Parfum) .",Cilt Bakımı
11414,Murad Retinal ReSculpt Body Treatment,"Water/Aqua/Eau, Caprylic/Capric Triglyceride, Glycerin, Squalane, Cetearyl Alcohol, Glyceryl Stearate Citrate, Butyrospermum Parkii (Shea) Butter, Octyldodecanol, Glyceryl Stearate, Retinal, Silybum Marianum Extract, Arctostaphylos Uva-Ursi Leaf Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Hydroxyacetophenone, Butyrospermum Parkii (Shea) Butter Extract, Persea Gratissima (Avocado) Fruit Extract, Ethylhexylglycerin, Mannitol, Phosphatidylcholine, Propanediol, Bentonite, Polyacrylate Crosspolymer-6, Xanthan Gum, Cetyl Alcohol, Sodium Chloride, Tetrasodium Glutamate Diacetate, Citric Acid, Chlorphenesin, Sodium Benzoate, Potassium Sorbate, Leuconostoc/Radish Root Ferment Filtrate, Tocopherol, Citronellol, Alpha-Isomethyl Ionone, Fragrance (Parfum) .",Cilt Bakımı
11415,Murad Vita-C Eyes Dark Circle Corrector Altın-C Vitamini İçeren Koyu Halka Karşıtı Göz Çevresi Kremi,"Water/Aqua/Eau, Glycerin, Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Titanium Dioxide (CI 77891), Niacinamide, Ascorbic Acid, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glutathione, Tetrahexyldecyl Ascorbate, Glucosyl Hesperidin, Fucus Vesiculusus Extract, Xymenynic Acid, HDI/Trimethylol Hexyllactone Crosspolymer, Mica, Triheptanoin, Propylene Glycol Dicaprate, Sorbitol, Helianthus Annuus (Sunflower) Seed Extract, C13-16 Isoparaffin, Caprylic/Capric Triglyceride, Polyisobutene, Silica, Hexylene Glycol, PEG-7 Trimethylolpropane Coconut Ether, Acetyl Zingerone, Asparagospsis Armata Extract, Chlorella Vulgaris Extract, Terminalia Ferdinandiana Fruit Extract, Hordeum Vulgare (Barley) Extract, Ascophyllum Nodosum Extract, Sodium Hyaluronate, Xanthan Gum, Cucumis Sativus (Cucumber) Extract, Trimethylsiloxysilicate, PEG-8 Methyl Ether Triethoxysilane, Gold, Caprylyl Glycol, Phenoxyethanol, Ethylhexylglycerin, Iron Oxides (CI 77492), Iron Oxides (CI 77491)",Cilt Bakımı
11416,Murad Revitalixir Recovery Serum - Yorgun ve Cansız Ciltlere Özel Anti-Aging Bakım,"Water/Aqua/Eau, Glycerin, Propanediol, Prunus Armeniaca (Apricot) Kernel Oil, Niacinamide, Pentylene Glycol, Caprylic/Capric Triglyceride, Alcohol Denat., 1, 2-Hexanediol, Cannabis Sativa Seed Oil, Sodium Hyaluronate, Acetyl Hexapeptide-8, Caffeine, Plankton Extract, Tephrosia Purpurea Seed Extract, Sigesbeckia Orientalis Extract, Rosa Damascena Flower Extract, Spilanthes Acmella Flower Extract, Indigofera Tinctoria Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Caprylyl Glycol, Hydroxyethylcellulose, Carrageenan, Algin, PEG/PPG-17/6 Copolymer, Xanthan Gum, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Hydroxyethylpiperazine Ethane Sulfonic Acid, Sodium Hydroxide, Sodium Lauryl Sulfate, Synthetic Fluorphlogopite, Phenoxyethanol, Mica, Tin Oxide, Iron Oxides (CI 77491), Titanium Dioxide (CI 77891), Fragrance (Parfum), Linalool, Citronellol",Cilt Bakımı
11417,Murad Retinol Youth Renewal Eye Serum – Gençlik Kodu: Cilt Yenileyici Retinol Göz Serumu,": Water/Aqua/Eau, Glycerin, Butylene Glycol, Imperata Cylindrica Root Extract, Dimethyl Isosorbide, Meadowfoam Delta-Lactone, Retinyl Propionate, Retinol, Swertia Chirata Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Fucus Vesiculosus Extract, Glycine Soja (Soybean) Extract, Macrocystis Pyrifera (Kelp) Extract, Isopropyl Palmitate, Lecithin, PVP, Hexylene Glycol, Capryl Glycol, Punica Granatum Seed Oil, Caprylic/Capric Triglyceride, PVM/MA Decadiene Crosspolymer, Xanthan Gum, Hydrolyzed Vegetable Protein, PEG-8, Carbomer, Sodium Bisulfite, Silica, Sodium Hydroxide, Chlorphenesin, Phenoxyethanol, Fragrance (Parfum), Titanium Dioxide (CI 77891), Synthetic Fluorphlogopite, Red 4 (CI 14700), Yellow 5 (CI 19140)",Cilt Bakımı
11418,Murad Vita -C Glycolic Serum Altın - C Vitamini İçeren Leke Ve Renk Eşitsizliğinde Etkili Aydınlatıcı Serum,"Water/Aqua/Eau, Glycerin, Caprylic/Capric Triglyceride, Glycolic Acid, Dimethicone, HDI/Trimethylol Hexyllactone Crosspolymer, Diisopropyl Sebacate, C13-16 Isoparaffin, Sodium Hydroxide, Polyacrylate Crosspolymer-6, Lactic Acid, Dimethyl Isosorbide, Ascorbic Acid, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glutathione, Tetrahexyldecyl Ascorbate, Gold, Marrubium Vulgare Extract, Verbascum Thapsus Extract, Zanthoxylum Bungeanum Fruit Extract, Xymenynic Acid, Terminalia Ferdinandiana Fruit Extract, Chlorella Vulgaris Extract, Hexylresorcinol, Tocopheryl Acetate, Tocopherol, Cetearyl Isononanoate, Oleyl Alcohol, Butylene Glycol, Polysilicone-11, Triheptanoin, Polyisobutene, Ethylhexylglycerin, Silica, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Surfactin, Hexylene Glycol, PEG-7 Trimethylolpropane Coconut Ether, Sorbitol, Xanthan Gum, Decyl Glucoside, Propanediol, Sorbitan Isostearate, 1, 2-Hexanediol, Leuconostoc/Radish Root Ferment Filtrate, Tin Oxide, Citric Acid, Caprylyl Glycol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Mica, Titanium Dioxide (CI 77891).",Cilt Bakımı
11419,Murnia Cleansing Emulsion,"Aqua, Coco-Glucoside, Sodium Lauryl Glucose Carboxylate, Lauryl Glucoside, Glycerin, Xanthan Gum, Panthenol, Commiphora Myrrha Resin Extract, Sorbitan Caprylate, Propanediol, Benzoic Acid, Tocopheryl Acetate, Citric Acid.",Cilt Bakımı
11420,Murnia Derma Krem,"Aqua, Çinko Oksit, Glycerin, Tatlı Badem Yağı, Beeswax, PEG-7 Gliseril Cocoate, Hypericum Perforatum Çiçek Özü, Commiphora Myrrha Reçine Özü, Sorbitan Olivate, Stearik Asit, Gliseril Stearat, Coco-Caprylate/Caprate, Setil Alkol, Etilheksil Stearat, Lanolin, Theobroma Cacao (Kakao) Tohum Yağı, Squalene, Etilheksilgliserin, Setearil Alkol, Hyaluronic Acid, C10-18 Trigliseritler, Bisabolol, Alantoin, Panthenol, Sodyum Lauroyl Glutamat, Dikaprilil Eter, Kafein, Citric Acid, Disodyum EDTA, Fenoksitanol.",Cilt Bakımı
11421,Murad Vita-C Triple Exfoliating Facial- Altın-C Vitamini İçeren Cilt Yenileyici Profesyonel Ev Peelingi,"Glycerin, Silica, Water/Aqua/Eau, Glycolic Acid, Propanediol, Sodium Hydroxide, Pentylene Glycol, Polyglyceryl-10 Tristearate, Lactic Acid, Titanium Dioxide (CI77891), Synthetic Beeswax, Pyrus Malus (Apple) Fruit Extract, Salicylic Acid, Tetrahexyldecyl Ascorbate, Ascorbic Acid, Glutathione, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Hydrolyzed Opuntia Ficus-Indica Flower Extract, Maltodextrin, Phospholipids, Polyacrylate Crosspolymer-6, Cellulose Acetate, Boron Nitride, Propylene Glycol Stearate, Sodium Acrylates Copolymer, Polyglyceryl-10 Stearate, Hydrogenated Polyisobutene, Helianthus Annuus (Sunflower) Seed Oil, Acrylates/Ammonium Methacrylate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sorbitol, Xanthan Gum, Protease, Lipase, Gold, Phenoxyethanol, Limonene, Fragrance (Parfum), Orange 4 (CI 15510), Yellow 5 (cl 19140), Tocopherol",Cilt Bakımı
11422,Murnia Recovery Cream,"Aqua, Zinc Oxide, Hypericum Perforatum Oil, Prunus Amygdalus Sativa Kernel Oil, Cera Alba, Peg-7 Glyceryl Cocoate, Glycerin, Sorbitan Olivate, Commiphora Myrrha Resin Extract, Ethylhexyl Stearate, Cetyl Alcohol, Coco-Caprylate/Caprate, Theobroma Cacao Seed Butter, Glyceryl Stearate, Hyaluronic Acid, Tocopheryl Acetate, Panthenol, Phenoxyethanol, Cetearyl Alcohol, Hydrogenated Palm Kernel Glycerides, Hydrogenated Palm Glycerides, Stearic Acid, Dicaprylyl Ether, Cetearyl Olivate, Allantoin, Ethylhexylglycerine.",Cilt Bakımı
11423,Mustela 3 Etkili Avokado Balsam,"AQUA/WATER/EAU, PERSEA GRATISSIMA (AVOCADO) OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, C10-18 TRIGLYCERIDES, GLYCERIN, CETYL ALCOHOL, POLYGLYCERYL-3 DIISOSTEARATE, XANTHAN GUM, LEVULINIC ACID, GLYCERYL STEARATE CITRATE, SODIUM BENZOATE, SODIUM STEAROYL GLUTAMATE, SODIUM LEVULINATE, TOCOPHEROL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, ALOE BARBADENSIS LEAF JUICE POWDER, PERSEA GRATISSIMA (AVOCADO) FRUIT EXTRACTÜrünün %99, 7 Si Doğal Kökenli Bileşenlerden Oluşmaktadır. Kalan %0, 3 Lük Kısım Ise Formülün Uzun Süre Korunmasını Sağlayan Içeriklerdir.",Anne Bebek
11424,Mustela Maternite Stretch Marks Prevention Çatlak Yağı,"HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, PERSEA GRATISSIMA (AVOCADO) OIL, PASSIFLORA EDULIS SEED OIL, TOCOPHEROL",Anne Bebek
11425,Murnia Detoks Tonik,"Aqua, Çinko Oksit, Glycerin, Tatlı Badem Yağı, Beeswax, PEG-7 Gliseril Cocoate, Hypericum Perforatum Çiçek Özü, Commiphora Myrrha Reçine Özü, Sorbitan Olivate, Stearik Asit, Gliseril Stearat, Coco-Caprylate/Caprate, Setil Alkol, Etilheksil Stearat, Lanolin, Theobroma Cacao (Kakao) Tohum Yağı, Squalene, Etilheksilgliserin, Setearil Alkol, Hyaluronic Acid, C10-18 Trigliseritler, Bisabolol, Alantoin, Panthenol, Sodyum Lauroyl Glutamat, Dikaprilil Eter, Kafein, Citric Acid, Disodyum EDTA, Fenoksitanol.",Cilt Bakımı
11426,Mustela Çok Kuru Ciltler İçin Günlük Bakım Seti,"AQUA/WATER/EAU, GLYCERIN, CAPRYLYL/CAPRYL GLUCOSIDE, BUTYROSPERMUM PARKII (SHEA) BUTTER, HYDROXYPROPYL GUAR, ORYZA SATIVA (RICE) STARCH, SODIUM BENZOATE, CITRIC ACID, XANTHAN GUM, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL UNSAPONIFIABLES, POTASSIUM SORBATE, PERSEA GRATISSIMA (AVOCADO) FRUIT EXTRACT",Anne Bebek
11427,Mustela Maternite Strech Marks Çatlak Kremi,"AQUA/WATER/EAU, COCO-CAPRYLATE/CAPRATE, DICAPRYLYL CARBONATE, GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER, C10-18 TRIGLYCERIDES, CANDELILLA/JOJOBA/RICE BRAN POLYGLYCERYL-3 ESTERS, GLYCERYL STEARATE, CETEARYL ALCOHOL, SODIUM STEAROYL LACTYLATE, 1, 2-HEXANEDIOL, PERSEA GRATISSIMA (AVOCADO) OIL, POLYACRYLATE CROSSPOLYMER-6, TOCOPHEROL, CAPRYLYL GLYCOL, PARFUM (FRAGRANCE), SODIUM STEAROYL GLUTAMATE, PROPANEDIOL, CITRIC ACID, HYDROLYZED AVOCADO PROTEIN, MALTODEXTRIN, PENTYLENE GLYCOL, SODIUM HYDROXIDE, HAMAMELIS VIRGINIANA LEAF EXTRACT, XANTHAN GUM, PASSIFLORA EDULIS FRUIT EXTRACT",Anne Bebek
11428,Mustela Stelatopia+ Lipid Replenishing Cream,"AQUA/WATER/EAU, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, BUTYROSPERMUM PARKII (SHEA) BUTTER, C10-18 TRIGLYCERIDES, SUCROSE STEARATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL UNSAPONIFIABLES, PERSEA GRATISSIMA (AVOCADO) OIL, ALPHA-GLUCAN OLIGOSACCHARIDE, GLYCERYL CAPRYLATE, XANTHAN GUM, SODIUM BENZOATE, SODIUM STEAROYL GLUTAMATE, CITRIC ACID, TOCOPHEROL",Anne Bebek
11429,Nascita 2li Set Açılır Kapanır Ustura - 16,"Bu Set, Iki Adet Özel Tasarım Katlanabilir Usturadan Oluşmaktadır.",Cilt Bakımı
11430,Nascita At Kılı Fırçası Pembe,"Nascita ECO At Kılı Fırçası; Kuru Fırçalama Işlemi Ile Parlak, Yumuşak, Pürüzsüz Bir Vücuda Sahip Olmanızı Sağlar.",Cilt Bakımı
11431,Nascita Doğal Taşlı Yüz Masaj Aleti Pembe,"Küçük Silindir Taş: Göz, Burun Ve Dudak Çevresi Için Idealdir.",Cilt Bakımı
11432,Nascita Profesyonel Kaş Usturası Çiftli,"Özet Bilgi: Profesyonel Kaş Usturası, Ikili",Cilt Bakımı
11433,Nascita Profesyonel Kaş Usturası İkili - 03,"İlk Olarak, Güvenlik Başlığını Kaş Usturasından Çıkarınız.",Cilt Bakımı
11434,Nascita Silikon Yüz Yıkama - Maske Fırçası,"Cildinizi Derinlemesine Temizleyerek Yüz Maskesi, Peeling, Serum Ve Diğer Cilt Bakım Ürünlerini Kolay Ve Pratik Bir Şekilde Uygulamanızı Sağlar.",Cilt Bakımı
11435,Nascita Ultrasonik Yüz Temizleme Aleti,"Ultrasonic Teknolojiye Sahip Siyah Nokta Kaldırıcı, Cildi Besleyici Özelliklere Sahiptir.",Cilt Bakımı
11436,Nascita Yüz Buhar Makinesi,"Yüz Buharı, Cildinizi Şımartmanın Harika Bir Yoludur.",Cilt Bakımı
11437,Nascita Ustura Seti 2li Set,"Özet Bilgi: Kaş Üzerindeki Ince Tüyleri, Boyun Ve Yüzün Ince Kıllarını, Hassas Bölgelerde Bulunan Tüylerinizi Almaya Yardımcı Olur.",Cilt Bakımı
11438,NaturaMisse BHA Yüz Yıkama Jeli,"Aqua, Lavandula Angustifolia Flower Water, Cocomidoprophyl Betaine, Coco Glucoside, Glycerin, Benzyl Alcohol&dehydroacetic Acid, Salicylic Acid, Xanthan Gum, Lavandula Angustifolia Oil, Aloe Barbadensis Leaf Extract",Cilt Bakımı
11439,NaturaMisse Cilt Besleyici ve Sıkılaştırıcı Tonik,"Rosa Damascena Flower Water, Lavandula Angustifolia Flower Water, Chamomilla Recutita Flower Water, Aqua, Camellia Sinensis Leaf Extract, Benzyl Alcohol & Dehydroacetic Acid, Panthenol, Niacinamide, Sodium Laktate, Glycerin, Pelargonium Graveolens Flower Oil, Boswellia Serrata Oil, Pogostemon Cablin Leaf Oil.",Cilt Bakımı
11440,NaturaMisse Hyaluronik Asit Serum,"Aqua, Rosa Damascena Flower Water, Glycerin, Sodium Hyaluronate, Aloe Barbadensis Leaf Extract, Tocopherol Acetate, Niacinamide, Citrus Sinensis Peel Oil, Benzyl Alcohol & Dehydroacetic Acid, Xanthan Gum",Cilt Bakımı
11441,NaturaMisse Göz Çevresi Bakım Serumu,"Aqua, Sodium Hyaluronate, Niacinamide, Panthenol, Camellia Sinensis Leaf Extract, Glycerin, Benzyl Alcohol, Dehydroacetic Acid, Xanthan Gum.",Cilt Bakımı
11442,NaturaMisse Hyaluronik Asit Krem,"Aqua, Vitis Vinifera Seed Oil, Carthamus Tinctorius Seed Oil, Cetearyl Alcohol& Cetearyl Glucoside, Cocos Nucifera Oil, Cetyl Alcohol, Glycerin, Citrus Sinensis Peel Oil, Niacinamide, Tocopherol Acetate, Panthenol, Sodium Laktate, Benzyl Alcohol & Dehydroacetic Acid, Sodium Hyaluronate, Coco Caprate",Cilt Bakımı
11443,NaturaMisse İpeksi Yüz Kremi,"Aqua, Cocos Nucifera Oil, Butyrospermum Parkii Butter, Cetearyl Alcohol & Cetearyl Glucoside, Squalane, Aloe Barbadensis Leaf Extract, Niacinamide, Sodyum Laktate, Tocopherol Acetate, Benzyl Alcohol & Dehydroacetic Acid, Cetyl Alcohol, Boswellia Serrata Oil, Pelargonium Graveolens Flower Oil",Cilt Bakımı
11444,NaturaMisse Sebum Dengeleyici BHA Serum,"Simmondsia Chinensis Seed Oil, Vitis Vinifera Seed Oil, Squalane, Nigella Sativa Seed Oil, Rosa Canina Seed Oil, Tocopherol Acetate, Lavandula Angustifolia Oil, Melaleuca Alternifolia Leaf Oil, Eugenia Caryophyllus Flower Oil, Citrus Limon Peel Oil, Salicylic Acid.",Cilt Bakımı
